maintenance_id,full_date,maintenance_type,failure_type,is_unscheduled,mileage_at_event,parts_cost_myr,labour_hours,labour_cost_myr,total_cost_myr,downtime_hours,technician_count,warranty_covered,plate_number,model,brand,year_manufactured,engine_type,gross_weight_kg,fleet_segment,home_state,purchase_date,current_mileage_km,is_active,component_name,component_category,subsystem,expected_lifespan_km,unit_cost_myr,criticality_level,workshop_name,city,workshop_state,region,capacity_bays,is_authorised_scania,workshop_type,year,quarter,month,month_name,week,day_of_week,is_weekend,is_public_holiday
MNT-002990,2021-03-02,Corrective,Failure to Start,True,62146,955.54,11.8,1574.6,2530.14,9.4,3,False,KB4678,Mercedes Actros 1845,Mercedes-Benz,2023,Euro 6,44000,Long Haul,Sarawak,2023-06-08,153896,True,Starter Motor,Electrical,Starting,150000,950,High,Volvo Trucks Shah Alam,Shah Alam,Selangor,West,10,True,Authorised Dealer,2021,1,3,March,9,Tuesday,False,False
MNT-002991,2021-07-02,Scheduled PM,,False,78449,437.96,6.5,636.53,1074.49,6.6,1,False,KB4678,Mercedes Actros 1845,Mercedes-Benz,2023,Euro 6,44000,Long Haul,Sarawak,2023-06-08,153896,True,Water Pump,Cooling System,Circulation,150000,620,High,Trans Logistics Workshop KL,Kuala Lumpur,Kuala Lumpur,West,18,False,Fleet Workshop,2021,3,7,July,26,Friday,False,False
MNT-002992,2021-08-09,Scheduled PM,,False,98497,876.43,4.6,594.48,1470.91,7.2,2,False,KB4678,Mercedes Actros 1845,Mercedes-Benz,2023,Euro 6,44000,Long Haul,Sarawak,2023-06-08,153896,True,Fifth Wheel Coupling,Coupling,Connection,300000,1100,Critical,Volvo Trucks Shah Alam,Shah Alam,Selangor,West,10,True,Authorised Dealer,2021,3,8,August,32,Monday,False,False
MNT-002993,2021-12-29,Scheduled PM,,False,109914,219.88,1.9,251.27,471.15,2.2,4,False,KB4678,Mercedes Actros 1845,Mercedes-Benz,2023,Euro 6,44000,Long Haul,Sarawak,2023-06-08,153896,True,Brake Pads (Front),Braking System,Friction,40000,320,Critical,Scania Penang,Butterworth,Penang,North,8,True,Authorised Dealer,2021,4,12,December,52,Wednesday,False,False
MNT-002994,2022-02-26,Emergency,Leak,True,137524,5090.8,9.3,1228.57,6319.37,26.8,4,False,KB4678,Mercedes Actros 1845,Mercedes-Benz,2023,Euro 6,44000,Long Haul,Sarawak,2023-06-08,153896,True,Radiator,Cooling System,Heat Exchange,300000,1800,High,Scania Shah Alam Service Centre,Shah Alam,Selangor,West,12,True,Authorised Dealer,2022,1,2,February,8,Saturday,True,False
MNT-002995,2023-06-25,Predictive,,False,149266,3781.26,7.1,945.57,4726.83,11.6,1,False,KB4678,Mercedes Actros 1845,Mercedes-Benz,2023,Euro 6,44000,Long Haul,Sarawak,2023-06-08,153896,True,Turbocharger,Engine,Forced Induction,250000,3200,Critical,Mercedes-Benz Trucks PJ,Petaling Jaya,Selangor,West,8,True,Authorised Dealer,2023,2,6,June,25,Sunday,True,False
MNT-002996,2023-08-21,Corrective,Contamination,True,173834,61.74,7.5,781.32,843.06,12.1,4,False,KB4678,Mercedes Actros 1845,Mercedes-Benz,2023,Euro 6,44000,Long Haul,Sarawak,2023-06-08,153896,True,Engine Oil Filter,Engine,Lubrication,15000,45,High,Trans Logistics Workshop KL,Kuala Lumpur,Kuala Lumpur,West,18,False,Fleet Workshop,2023,3,8,August,34,Monday,False,False
MNT-002997,2024-04-24,Corrective,Corrosion,True,193947,2037.72,9.3,833.14,2870.86,8.4,1,False,KB4678,Mercedes Actros 1845,Mercedes-Benz,2023,Euro 6,44000,Long Haul,Sarawak,2023-06-08,153896,True,Leaf Springs,Suspension,Support,250000,1200,Medium,Roadside Emergency Unit Central,Kuala Lumpur,Kuala Lumpur,West,2,False,Mobile Unit,2024,2,4,April,17,Wednesday,False,False
MNT-002998,2024-05-26,Corrective,Oil Leak,True,215182,99.04,0.6,69.96,169.0,4.5,1,False,KB4678,Mercedes Actros 1845,Mercedes-Benz,2023,Euro 6,44000,Long Haul,Sarawak,2023-06-08,153896,True,Air Filter,Engine,Air Intake,20000,85,High,Highway Fleet Services Seremban,Seremban,Negeri Sembilan,West,8,False,Fleet Workshop,2024,2,5,May,21,Sunday,True,False
MNT-002999,2024-08-18,Predictive,,False,229954,1487.34,2.8,333.65,1820.99,7.7,2,False,KB4678,Mercedes Actros 1845,Mercedes-Benz,2023,Euro 6,44000,Long Haul,Sarawak,2023-06-08,153896,True,Alternator,Electrical,Generation,200000,1400,High,Scania Kota Kinabalu,Kota Kinabalu,Sabah,East,6,True,Authorised Dealer,2024,3,8,August,33,Sunday,True,False
MNT-003000,2024-10-18,Scheduled PM,,False,257755,1266.26,9.5,1351.55,2617.81,3.8,2,False,KB4678,Mercedes Actros 1845,Mercedes-Benz,2023,Euro 6,44000,Long Haul,Sarawak,2023-06-08,153896,True,Alternator,Electrical,Generation,200000,1400,High,Mercedes-Benz Trucks PJ,Petaling Jaya,Selangor,West,8,True,Authorised Dealer,2024,4,10,October,42,Friday,False,False
MNT-003001,2024-10-27,Scheduled PM,,False,281687,518.29,7.4,834.49,1352.78,2.0,4,False,KB4678,Mercedes Actros 1845,Mercedes-Benz,2023,Euro 6,44000,Long Haul,Sarawak,2023-06-08,153896,True,Water Pump,Cooling System,Circulation,150000,620,High,East Coast Truck Repairs Kuantan,Kuantan,Pahang,East,4,False,Independent,2024,4,10,October,43,Sunday,True,False
MNT-003002,2020-09-16,Corrective,Uneven Wear,True,104547,1344.3,2.4,279.26,1623.56,19.0,4,False,GV3273,Volvo FM,Volvo,2017,Euro 5,40000,Heavy Haulage,Negeri Sembilan,2017-03-02,695239,False,Tyres (Front),Tyres,Contact,80000,650,Critical,Volvo Trucks Shah Alam,Shah Alam,Selangor,West,10,True,Authorised Dealer,2020,3,9,September,38,Wednesday,False,False
MNT-003003,2021-01-21,Warranty Claim,,False,127982,327.78,8.7,821.57,1149.35,7.9,2,True,GV3273,Volvo FM,Volvo,2017,Euro 5,40000,Heavy Haulage,Negeri Sembilan,2017-03-02,695239,False,Brake Pads (Front),Braking System,Friction,40000,320,Critical,Northern Truck Services Ipoh,Ipoh,Perak,North,6,False,Independent,2021,1,1,January,3,Thursday,False,False
MNT-003004,2021-05-16,Scheduled PM,,False,147366,948.51,8.5,699.36,1647.87,4.5,3,False,GV3273,Volvo FM,Volvo,2017,Euro 5,40000,Heavy Haulage,Negeri Sembilan,2017-03-02,695239,False,Starter Motor,Electrical,Starting,150000,950,High,Scania Johor Bahru,Johor Bahru,Johor,South,10,True,Authorised Dealer,2021,2,5,May,19,Sunday,True,False
MNT-003005,2021-07-31,Scheduled PM,,False,175687,476.36,6.4,870.2,1346.56,6.4,3,False,GV3273,Volvo FM,Volvo,2017,Euro 5,40000,Heavy Haulage,Negeri Sembilan,2017-03-02,695239,False,Water Pump,Cooling System,Circulation,150000,620,High,Northern Truck Services Ipoh,Ipoh,Perak,North,6,False,Independent,2021,3,7,July,30,Saturday,True,False
MNT-003006,2021-08-16,Predictive,,False,188157,2105.75,1.5,171.56,2277.31,4.8,1,False,GV3273,Volvo FM,Volvo,2017,Euro 5,40000,Heavy Haulage,Negeri Sembilan,2017-03-02,695239,False,DPF Filter,Emissions,Filtration,200000,2200,High,Scania Shah Alam Service Centre,Shah Alam,Selangor,West,12,True,Authorised Dealer,2021,3,8,August,33,Monday,False,False
MNT-003007,2021-09-08,Corrective,Crack,True,204899,1217.73,5.1,565.89,1783.62,6.4,3,False,GV3273,Volvo FM,Volvo,2017,Euro 5,40000,Heavy Haulage,Negeri Sembilan,2017-03-02,695239,False,Fifth Wheel Coupling,Coupling,Connection,300000,1100,Critical,Scania Kuching,Kuching,Sarawak,East,6,True,Authorised Dealer,2021,3,9,September,36,Wednesday,False,False
MNT-003008,2022-09-16,Predictive,,False,212503,683.5,9.4,824.98,1508.48,9.1,3,False,GV3273,Volvo FM,Volvo,2017,Euro 5,40000,Heavy Haulage,Negeri Sembilan,2017-03-02,695239,False,Shock Absorbers,Suspension,Damping,100000,680,Medium,Volvo Trucks Shah Alam,Shah Alam,Selangor,West,10,True,Authorised Dealer,2022,3,9,September,37,Friday,False,False
MNT-003009,2022-10-02,Corrective,Corrosion,True,219884,497.26,8.6,1116.23,1613.49,21.8,4,False,GV3273,Volvo FM,Volvo,2017,Euro 5,40000,Heavy Haulage,Negeri Sembilan,2017-03-02,695239,False,Brake Pads (Front),Braking System,Friction,40000,320,Critical,Scania Johor Bahru,Johor Bahru,Johor,South,10,True,Authorised Dealer,2022,4,10,October,39,Sunday,True,False
MNT-003010,2023-06-07,Scheduled PM,,False,237173,328.66,0.9,96.36,425.02,3.2,1,False,GV3273,Volvo FM,Volvo,2017,Euro 5,40000,Heavy Haulage,Negeri Sembilan,2017-03-02,695239,False,Battery,Electrical,Storage,24000,480,Medium,Northern Truck Services Ipoh,Ipoh,Perak,North,6,False,Independent,2023,2,6,June,23,Wednesday,False,False
MNT-003011,2023-06-19,Emergency,Crack,True,265414,1041.56,9.5,1257.65,2299.21,28.6,3,False,GV3273,Volvo FM,Volvo,2017,Euro 5,40000,Heavy Haulage,Negeri Sembilan,2017-03-02,695239,False,Wheel Bearings,Suspension,Rolling,200000,450,High,Northern Truck Services Ipoh,Ipoh,Perak,North,6,False,Independent,2023,2,6,June,25,Monday,False,False
MNT-003012,2023-11-06,Scheduled PM,,False,282858,750.04,5.1,470.64,1220.68,7.8,3,False,GV3273,Volvo FM,Volvo,2017,Euro 5,40000,Heavy Haulage,Negeri Sembilan,2017-03-02,695239,False,Tyres (Front),Tyres,Contact,80000,650,Critical,Trans Logistics Workshop KL,Kuala Lumpur,Kuala Lumpur,West,18,False,Fleet Workshop,2023,4,11,November,45,Monday,False,False
MNT-003013,2024-04-03,Scheduled PM,,False,310030,46.18,0.8,78.95,125.13,3.7,3,False,GV3273,Volvo FM,Volvo,2017,Euro 5,40000,Heavy Haulage,Negeri Sembilan,2017-03-02,695239,False,Fuel Filter,Fuel System,Filtration,20000,65,High,Scania Penang,Butterworth,Penang,North,8,True,Authorised Dealer,2024,2,4,April,14,Wednesday,False,False
MNT-003014,2024-05-08,Scheduled PM,,False,328923,537.15,7.0,725.6,1262.75,6.0,1,False,GV3273,Volvo FM,Volvo,2017,Euro 5,40000,Heavy Haulage,Negeri Sembilan,2017-03-02,695239,False,Tyres (Front),Tyres,Contact,80000,650,Critical,Roadside Emergency Unit Central,Kuala Lumpur,Kuala Lumpur,West,2,False,Mobile Unit,2024,2,5,May,19,Wednesday,False,False
MNT-003015,2020-01-13,Scheduled PM,,False,67722,2601.96,1.9,187.52,2789.48,2.6,4,False,WP9647,Scania R500,Scania,2015,Euro 6,44000,Heavy Haulage,Johor,2015-05-07,352096,True,Injectors,Fuel System,Injection,200000,2800,Critical,Scania Kota Kinabalu,Kota Kinabalu,Sabah,East,6,True,Authorised Dealer,2020,1,1,January,3,Monday,False,False
MNT-003016,2020-06-06,Scheduled PM,,False,91757,512.8,8.1,951.39,1464.19,7.2,3,False,WP9647,Scania R500,Scania,2015,Euro 6,44000,Heavy Haulage,Johor,2015-05-07,352096,True,Water Pump,Cooling System,Circulation,150000,620,High,Scania Johor Bahru,Johor Bahru,Johor,South,10,True,Authorised Dealer,2020,2,6,June,23,Saturday,True,False
MNT-003017,2020-10-05,Scheduled PM,,False,115552,1734.45,0.8,74.85,1809.3,6.3,1,False,WP9647,Scania R500,Scania,2015,Euro 6,44000,Heavy Haulage,Johor,2015-05-07,352096,True,DPF Filter,Emissions,Filtration,200000,2200,High,Scania Kota Kinabalu,Kota Kinabalu,Sabah,East,6,True,Authorised Dealer,2020,4,10,October,41,Monday,False,False
MNT-003018,2021-02-25,Scheduled PM,,False,145246,372.12,9.7,904.31,1276.43,6.7,1,False,WP9647,Scania R500,Scania,2015,Euro 6,44000,Heavy Haulage,Johor,2015-05-07,352096,True,Water Pump,Cooling System,Circulation,150000,620,High,Scania Penang,Butterworth,Penang,North,8,True,Authorised Dealer,2021,1,2,February,8,Thursday,False,False
MNT-003019,2022-01-25,Emergency,Blockage,True,165430,7008.67,9.1,848.28,7856.95,37.3,1,False,WP9647,Scania R500,Scania,2015,Euro 6,44000,Heavy Haulage,Johor,2015-05-07,352096,True,Injectors,Fuel System,Injection,200000,2800,Critical,East Coast Truck Repairs Kuantan,Kuantan,Pahang,East,4,False,Independent,2022,1,1,January,4,Tuesday,False,False
MNT-003020,2023-01-02,Emergency,Excessive Wear,True,193689,1017.79,8.1,835.52,1853.31,28.1,1,False,WP9647,Scania R500,Scania,2015,Euro 6,44000,Heavy Haulage,Johor,2015-05-07,352096,True,Brake Pads (Front),Braking System,Friction,40000,320,Critical,Scania Johor Bahru,Johor Bahru,Johor,South,10,True,Authorised Dealer,2023,1,1,January,1,Monday,False,False
MNT-003021,2023-11-17,Scheduled PM,,False,209479,1489.29,9.1,909.6,2398.89,4.6,3,False,WP9647,Scania R500,Scania,2015,Euro 6,44000,Heavy Haulage,Johor,2015-05-07,352096,True,Radiator,Cooling System,Heat Exchange,300000,1800,High,Scania Johor Bahru,Johor Bahru,Johor,South,10,True,Authorised Dealer,2023,4,11,November,46,Friday,False,False
MNT-003022,2024-11-24,Scheduled PM,,False,228737,492.46,8.5,963.21,1455.67,7.8,2,False,WP9647,Scania R500,Scania,2015,Euro 6,44000,Heavy Haulage,Johor,2015-05-07,352096,True,Wheel Bearings,Suspension,Rolling,200000,450,High,Scania Johor Bahru,Johor Bahru,Johor,South,10,True,Authorised Dealer,2024,4,11,November,47,Sunday,True,False
MNT-003023,2020-07-24,Predictive,,False,71899,3218.42,1.5,171.07,3389.49,23.1,1,False,RQ2029,Scania R500,Scania,2015,Euro 6,44000,Long Haul,Negeri Sembilan,2015-04-14,675726,True,Turbocharger,Engine,Forced Induction,250000,3200,Critical,Mercedes-Benz Trucks PJ,Petaling Jaya,Selangor,West,8,True,Authorised Dealer,2020,3,7,July,30,Friday,False,False
MNT-003024,2021-03-03,Corrective,Contamination,True,98398,110.68,8.7,772.4,883.08,9.7,3,False,RQ2029,Scania R500,Scania,2015,Euro 6,44000,Long Haul,Negeri Sembilan,2015-04-14,675726,True,Fuel Filter,Fuel System,Filtration,20000,65,High,Scania Kota Kinabalu,Kota Kinabalu,Sabah,East,6,True,Authorised Dealer,2021,1,3,March,9,Wednesday,False,False
MNT-003025,2021-05-09,Emergency,Sensor Failure,True,121953,5136.57,10.6,1483.47,6620.04,57.4,3,False,RQ2029,Scania R500,Scania,2015,Euro 6,44000,Long Haul,Negeri Sembilan,2015-04-14,675726,True,DPF Filter,Emissions,Filtration,200000,2200,High,Scania Shah Alam Service Centre,Shah Alam,Selangor,West,12,True,Authorised Dealer,2021,2,5,May,18,Sunday,True,False
MNT-003026,2021-06-03,Warranty Claim,,False,147829,1025.56,2.5,349.31,1374.87,18.1,2,True,RQ2029,Scania R500,Scania,2015,Euro 6,44000,Long Haul,Negeri Sembilan,2015-04-14,675726,True,Starter Motor,Electrical,Starting,150000,950,High,Scania Shah Alam Service Centre,Shah Alam,Selangor,West,12,True,Authorised Dealer,2021,2,6,June,22,Thursday,False,False
MNT-003027,2021-09-18,Scheduled PM,,False,159817,987.28,10.8,1534.57,2521.85,3.2,4,False,RQ2029,Scania R500,Scania,2015,Euro 6,44000,Long Haul,Negeri Sembilan,2015-04-14,675726,True,Starter Motor,Electrical,Starting,150000,950,High,Scania Penang,Butterworth,Penang,North,8,True,Authorised Dealer,2021,3,9,September,37,Saturday,True,False
MNT-003028,2022-03-27,Corrective,Puncture,True,186428,1167.49,7.1,895.24,2062.73,15.1,2,False,RQ2029,Scania R500,Scania,2015,Euro 6,44000,Long Haul,Negeri Sembilan,2015-04-14,675726,True,Tyres (Front),Tyres,Contact,80000,650,Critical,Scania Kota Kinabalu,Kota Kinabalu,Sabah,East,6,True,Authorised Dealer,2022,1,3,March,12,Sunday,True,False
MNT-003029,2022-04-22,Corrective,Short Circuit,True,194140,2275.13,11.4,1420.5,3695.63,13.4,3,False,RQ2029,Scania R500,Scania,2015,Euro 6,44000,Long Haul,Negeri Sembilan,2015-04-14,675726,True,Alternator,Electrical,Generation,200000,1400,High,Scania Kota Kinabalu,Kota Kinabalu,Sabah,East,6,True,Authorised Dealer,2022,2,4,April,16,Friday,False,False
MNT-003030,2022-07-03,Predictive,,False,214499,749.72,1.2,157.23,906.95,14.5,1,False,RQ2029,Scania R500,Scania,2015,Euro 6,44000,Long Haul,Negeri Sembilan,2015-04-14,675726,True,Tyres (Front),Tyres,Contact,80000,650,Critical,Scania Johor Bahru,Johor Bahru,Johor,South,10,True,Authorised Dealer,2022,3,7,July,26,Sunday,True,False
MNT-003031,2022-10-03,Scheduled PM,,False,238401,384.19,11.3,1641.5,2025.69,4.9,1,False,RQ2029,Scania R500,Scania,2015,Euro 6,44000,Long Haul,Negeri Sembilan,2015-04-14,675726,True,Wheel Bearings,Suspension,Rolling,200000,450,High,Scania Kuching,Kuching,Sarawak,East,6,True,Authorised Dealer,2022,4,10,October,40,Monday,False,False
MNT-003032,2022-12-04,Corrective,Short Circuit,True,246778,1742.44,4.9,480.42,2222.86,17.0,2,False,RQ2029,Scania R500,Scania,2015,Euro 6,44000,Long Haul,Negeri Sembilan,2015-04-14,675726,True,Alternator,Electrical,Generation,200000,1400,High,Scania Shah Alam Service Centre,Shah Alam,Selangor,West,12,True,Authorised Dealer,2022,4,12,December,48,Sunday,True,False
MNT-003033,2023-03-30,Predictive,,False,267817,835.54,2.5,340.04,1175.58,19.3,2,False,RQ2029,Scania R500,Scania,2015,Euro 6,44000,Long Haul,Negeri Sembilan,2015-04-14,675726,True,Brake Drums,Braking System,Friction,150000,850,Critical,Roadside Emergency Unit Central,Kuala Lumpur,Kuala Lumpur,West,2,False,Mobile Unit,2023,1,3,March,13,Thursday,False,False
MNT-003034,2023-04-24,Scheduled PM,,False,289104,1560.73,11.7,1562.86,3123.59,3.1,4,False,RQ2029,Scania R500,Scania,2015,Euro 6,44000,Long Haul,Negeri Sembilan,2015-04-14,675726,True,Alternator,Electrical,Generation,200000,1400,High,Scania Kuching,Kuching,Sarawak,East,6,True,Authorised Dealer,2023,2,4,April,17,Monday,False,False
MNT-003035,2023-05-16,Scheduled PM,,False,312470,69.71,0.6,68.81,138.52,4.8,1,False,RQ2029,Scania R500,Scania,2015,Euro 6,44000,Long Haul,Negeri Sembilan,2015-04-14,675726,True,Fuel Filter,Fuel System,Filtration,20000,65,High,Scania Kuching,Kuching,Sarawak,East,6,True,Authorised Dealer,2023,2,5,May,20,Tuesday,False,False
MNT-003036,2023-07-24,Scheduled PM,,False,335653,793.62,1.5,129.95,923.57,5.9,1,False,RQ2029,Scania R500,Scania,2015,Euro 6,44000,Long Haul,Negeri Sembilan,2015-04-14,675726,True,Fifth Wheel Coupling,Coupling,Connection,300000,1100,Critical,Scania Penang,Butterworth,Penang,North,8,True,Authorised Dealer,2023,3,7,July,30,Monday,False,False
MNT-003037,2023-09-18,Corrective,Overheating,True,364508,527.36,5.2,437.99,965.35,12.1,1,False,RQ2029,Scania R500,Scania,2015,Euro 6,44000,Long Haul,Negeri Sembilan,2015-04-14,675726,True,Brake Pads (Front),Braking System,Friction,40000,320,Critical,Scania Kota Kinabalu,Kota Kinabalu,Sabah,East,6,True,Authorised Dealer,2023,3,9,September,38,Monday,False,False
MNT-003038,2023-10-04,Scheduled PM,,False,390695,1582.11,11.9,1121.32,2703.43,7.0,3,False,RQ2029,Scania R500,Scania,2015,Euro 6,44000,Long Haul,Negeri Sembilan,2015-04-14,675726,True,Clutch Assembly,Transmission,Coupling,200000,1800,High,Highway Fleet Services Seremban,Seremban,Negeri Sembilan,West,8,False,Fleet Workshop,2023,4,10,October,40,Wednesday,False,False
MNT-003039,2024-01-31,Corrective,Noise,True,395733,2689.23,11.7,1369.75,4058.98,19.4,1,False,RQ2029,Scania R500,Scania,2015,Euro 6,44000,Long Haul,Negeri Sembilan,2015-04-14,675726,True,Clutch Assembly,Transmission,Coupling,200000,1800,High,Scania Kuching,Kuching,Sarawak,East,6,True,Authorised Dealer,2024,1,1,January,5,Wednesday,False,False
MNT-003040,2024-02-13,Scheduled PM,,False,402261,457.67,10.2,1350.97,1808.64,2.1,2,False,RQ2029,Scania R500,Scania,2015,Euro 6,44000,Long Haul,Negeri Sembilan,2015-04-14,675726,True,Battery,Electrical,Storage,24000,480,Medium,Mercedes-Benz Trucks PJ,Petaling Jaya,Selangor,West,8,True,Authorised Dealer,2024,1,2,February,7,Tuesday,False,False
MNT-003041,2024-04-28,Warranty Claim,,False,430364,687.54,8.9,1031.05,1718.59,22.4,4,True,RQ2029,Scania R500,Scania,2015,Euro 6,44000,Long Haul,Negeri Sembilan,2015-04-14,675726,True,Shock Absorbers,Suspension,Damping,100000,680,Medium,Scania Shah Alam Service Centre,Shah Alam,Selangor,West,12,True,Authorised Dealer,2024,2,4,April,17,Sunday,True,False
MNT-003042,2024-08-27,Scheduled PM,,False,454062,1500.44,9.6,1305.97,2806.41,6.2,2,False,RQ2029,Scania R500,Scania,2015,Euro 6,44000,Long Haul,Negeri Sembilan,2015-04-14,675726,True,Drive Shaft,Drivetrain,Power Transfer,300000,2400,Critical,Scania Kuching,Kuching,Sarawak,East,6,True,Authorised Dealer,2024,3,8,August,35,Tuesday,False,False
MNT-003043,2024-11-01,Corrective,Hydraulic Failure,True,472476,1029.69,8.8,972.08,2001.77,14.8,2,False,RQ2029,Scania R500,Scania,2015,Euro 6,44000,Long Haul,Negeri Sembilan,2015-04-14,675726,True,Brake Drums,Braking System,Friction,150000,850,Critical,Scania Kuching,Kuching,Sarawak,East,6,True,Authorised Dealer,2024,4,11,November,44,Friday,False,False
MNT-003044,2024-11-02,Scheduled PM,,False,490418,1989.5,10.4,1040.5,3030.0,6.9,3,False,RQ2029,Scania R500,Scania,2015,Euro 6,44000,Long Haul,Negeri Sembilan,2015-04-14,675726,True,Injectors,Fuel System,Injection,200000,2800,Critical,Scania Penang,Butterworth,Penang,North,8,True,Authorised Dealer,2024,4,11,November,44,Saturday,True,False
MNT-003045,2024-12-24,Scheduled PM,,False,511872,2224.06,9.4,933.72,3157.78,5.1,1,False,RQ2029,Scania R500,Scania,2015,Euro 6,44000,Long Haul,Negeri Sembilan,2015-04-14,675726,True,Injectors,Fuel System,Injection,200000,2800,Critical,Scania Kota Kinabalu,Kota Kinabalu,Sabah,East,6,True,Authorised Dealer,2024,4,12,December,52,Tuesday,False,False
MNT-003046,2020-08-29,Predictive,,False,88224,403.47,8.7,1068.58,1472.05,4.7,3,False,GA6780,MAN TGX 26.480,MAN,2018,Euro 6,44000,Regional,Pahang,2018-12-05,486802,True,Wheel Bearings,Suspension,Rolling,200000,450,High,Scania Kota Kinabalu,Kota Kinabalu,Sabah,East,6,True,Authorised Dealer,2020,3,8,August,35,Saturday,True,False
MNT-003047,2020-09-29,Corrective,Gear Slip,True,102129,146.25,4.4,485.27,631.52,16.9,4,False,GA6780,MAN TGX 26.480,MAN,2018,Euro 6,44000,Regional,Pahang,2018-12-05,486802,True,Gearbox Oil,Transmission,Lubrication,60000,120,Medium,Mercedes-Benz Trucks PJ,Petaling Jaya,Selangor,West,8,True,Authorised Dealer,2020,3,9,September,40,Tuesday,False,False
MNT-003048,2020-11-09,Corrective,Corrosion,True,127867,328.69,6.9,717.47,1046.16,13.6,1,False,GA6780,MAN TGX 26.480,MAN,2018,Euro 6,44000,Regional,Pahang,2018-12-05,486802,True,Brake Pads (Rear),Braking System,Friction,50000,280,Critical,Mercedes-Benz Trucks PJ,Petaling Jaya,Selangor,West,8,True,Authorised Dealer,2020,4,11,November,46,Monday,False,False
MNT-003049,2020-12-05,Emergency,Oil Leak,True,146242,260.55,5.1,722.07,982.62,67.0,2,False,GA6780,MAN TGX 26.480,MAN,2018,Euro 6,44000,Regional,Pahang,2018-12-05,486802,True,Air Filter,Engine,Air Intake,20000,85,High,Mercedes-Benz Trucks PJ,Petaling Jaya,Selangor,West,8,True,Authorised Dealer,2020,4,12,December,49,Saturday,True,False
MNT-003050,2020-12-20,Emergency,Overheating,True,162873,559.31,2.0,299.01,858.32,41.2,4,False,GA6780,MAN TGX 26.480,MAN,2018,Euro 6,44000,Regional,Pahang,2018-12-05,486802,True,Brake Pads (Rear),Braking System,Friction,50000,280,Critical,Scania Penang,Butterworth,Penang,North,8,True,Authorised Dealer,2020,4,12,December,51,Sunday,True,False
MNT-003051,2021-01-30,Corrective,Crack,True,189964,2433.64,10.3,1391.08,3824.72,8.4,2,False,GA6780,MAN TGX 26.480,MAN,2018,Euro 6,44000,Regional,Pahang,2018-12-05,486802,True,Drive Shaft,Drivetrain,Power Transfer,300000,2400,Critical,East Coast Truck Repairs Kuantan,Kuantan,Pahang,East,4,False,Independent,2021,1,1,January,4,Saturday,True,False
MNT-003052,2021-02-16,Emergency,Excessive Wear,True,218994,4175.11,9.8,808.25,4983.36,53.4,1,False,GA6780,MAN TGX 26.480,MAN,2018,Euro 6,44000,Regional,Pahang,2018-12-05,486802,True,Clutch Assembly,Transmission,Coupling,200000,1800,High,Trans Logistics Workshop KL,Kuala Lumpur,Kuala Lumpur,West,18,False,Fleet Workshop,2021,1,2,February,7,Tuesday,False,False
MNT-003053,2021-04-12,Scheduled PM,,False,225109,285.44,2.9,260.94,546.38,7.6,2,False,GA6780,MAN TGX 26.480,MAN,2018,Euro 6,44000,Regional,Pahang,2018-12-05,486802,True,Brake Pads (Front),Braking System,Friction,40000,320,Critical,Scania Shah Alam Service Centre,Shah Alam,Selangor,West,12,True,Authorised Dealer,2021,2,4,April,15,Monday,False,False
MNT-003054,2021-05-10,Scheduled PM,,False,234165,1058.48,10.7,999.12,2057.6,3.2,2,False,GA6780,MAN TGX 26.480,MAN,2018,Euro 6,44000,Regional,Pahang,2018-12-05,486802,True,Alternator,Electrical,Generation,200000,1400,High,Mercedes-Benz Trucks PJ,Petaling Jaya,Selangor,West,8,True,Authorised Dealer,2021,2,5,May,19,Monday,False,False
MNT-003055,2021-09-01,Emergency,Hydraulic Failure,True,257103,649.93,4.6,394.56,1044.49,38.1,1,False,GA6780,MAN TGX 26.480,MAN,2018,Euro 6,44000,Regional,Pahang,2018-12-05,486802,True,Brake Pads (Rear),Braking System,Friction,50000,280,Critical,Trans Logistics Workshop KL,Kuala Lumpur,Kuala Lumpur,West,18,False,Fleet Workshop,2021,3,9,September,35,Wednesday,False,False
MNT-003056,2021-10-01,Scheduled PM,,False,274282,901.16,9.7,1178.27,2079.43,5.9,1,False,GA6780,MAN TGX 26.480,MAN,2018,Euro 6,44000,Regional,Pahang,2018-12-05,486802,True,Fifth Wheel Coupling,Coupling,Connection,300000,1100,Critical,Scania Kuching,Kuching,Sarawak,East,6,True,Authorised Dealer,2021,4,10,October,39,Friday,False,False
MNT-003057,2021-12-11,Corrective,Uneven Wear,True,288974,806.46,11.7,949.56,1756.02,16.6,3,False,GA6780,MAN TGX 26.480,MAN,2018,Euro 6,44000,Regional,Pahang,2018-12-05,486802,True,Tyres (Rear),Tyres,Contact,60000,580,Critical,Highway Fleet Services Seremban,Seremban,Negeri Sembilan,West,8,False,Fleet Workshop,2021,4,12,December,49,Saturday,True,False
MNT-003058,2021-12-26,Corrective,Hydraulic Failure,True,311648,1195.86,4.7,423.4,1619.26,17.3,2,False,GA6780,MAN TGX 26.480,MAN,2018,Euro 6,44000,Regional,Pahang,2018-12-05,486802,True,Brake Drums,Braking System,Friction,150000,850,Critical,Scania Kuching,Kuching,Sarawak,East,6,True,Authorised Dealer,2021,4,12,December,51,Sunday,True,False
